Sensor resistance (ohms) | -0.5 (0) (V) | Output (0) (V) | 0.5 (1) (V) | Output (1) (V)
319 | -0.5 | 159.50 | 0.5 | -159.50
320 | -0.5 | 160.00 | 0.5 | -160.00
321 | -0.5 | 160.50 | 0.5 | -160.50
322 | -0.5 | 161.00 | 0.5 | -161.00
323 | -0.5 | 161.50 | 0.5 | -161.50
324 | -0.5 | 162.00 | 0.5 | -162.00
325 | -0.5 | 162.50 | 0.5 | -162.50
326 | -0.5 | 163.00 | 0.5 | -163.00
327 | -0.5 | 163.50 | 0.5 | -163.50
328 | -0.5 | 164.00 | 0.5 | -164.00
329 | -0.5 | 164.50 | 0.5 | -164.50
330 | -0.5 | 165.00 | 0.5 | -165.00
331 | -0.5 | 165.50 | 0.5 | -165.50
332 | -0.5 | 166.00 | 0.5 | -166.00
333 | -0.5 | 166.50 | 0.5 | -166.50
334 | -0.5 | 167.00 | 0.5 | -167.00
335 | -0.5 | 167.50 | 0.5 | -167.50
336 | -0.5 | 168.00 | 0.5 | -168.00
337 | -0.5 | 168.50 | 0.5 | -168.50
338 | -0.5 | 169.00 | 0.5 | -169.00
339 | -0.5 | 169.50 | 0.5 | -169.50
340 | -0.5 | 170.00 | 0.5 | -170.00
341 | -0.5 | 170.50 | 0.5 | -170.50
342 | -0.5 | 171.00 | 0.5 | -171.00
343 | -0.5 | 171.50 | 0.5 | -171.50
344 | -0.5 | 172.00 | 0.5 | -172.00
345 | -0.5 | 172.50 | 0.5 | -172.50
346 | -0.5 | 173.00 | 0.5 | -173.00
347 | -0.5 | 173.50 | 0.5 | -173.50
348 | -0.5 | 174.00 | 0.5 | -174.00
349 | -0.5 | 174.50 | 0.5 | -174.50
350 | -0.5 | 175.00 | 0.5 | -175.00
351 | -0.5 | 175.50 | 0.5 | -175.50
352 | -0.5 | 176.00 | 0.5 | -176.00
353 | -0.5 | 176.50 | 0.5 | -176.50
354 | -0.5 | 177.00 | 0.5 | -177.00
355 | -0.5 | 177.50 | 0.5 | -177.50
356 | -0.5 | 178.00 | 0.5 | -178.00
357 | -0.5 | 178.50 | 0.5 | -178.50
358 | -0.5 | 179.00 | 0.5 | -179.00
359 | -0.5 | 179.50 | 0.5 | -179.50
360 | -0.5 | 180.00 | 0.5 | -180.00
361 | -0.5 | 180.50 | 0.5 | -180.50
362 | -0.5 | 181.00 | 0.5 | -181.00
363 | -0.5 | 181.50 | 0.5 | -181.50
364 | -0.5 | 182.00 | 0.5 | -182.00
365 | -0.5 | 182.50 | 0.5 | -182.50
366 | -0.5 | 183.00 | 0.5 | -183.00
367 | -0.5 | 183.50 | 0.5 | -183.50
368 | -0.5 | 184.00 | 0.5 | -184.00
369 | -0.5 | 184.50 | 0.5 | -184.50
370 | -0.5 | 185.00 | 0.5 | -185.00
371 | -0.5 | 185.50 | 0.5 | -185.50
372 | -0.5 | 186.00 | 0.5 | -186.00
373 | -0.5 | 186.50 | 0.5 | -186.50
374 | -0.5 | 187.00 | 0.5 | -187.00
375 | -0.5 | 187.50 | 0.5 | -187.50
376 | -0.5 | 188.00 | 0.5 | -188.00
377 | -0.5 | 188.50 | 0.5 | -188.50
378 | -0.5 | 189.00 | 0.5 | -189.00
379 | -0.5 | 189.50 | 0.5 | -189.50
380 | -0.5 | 190.00 | 0.5 | -190.00
381 | -0.5 | 190.50 | 0.5 | -190.50
382 | -0.5 | 191.00 | 0.5 | -191.00
383 | -0.5 | 191.50 | 0.5 | -191.50
384 | -0.5 | 192.00 | 0.5 | -192.00
385 | -0.5 | 192.50 | 0.5 | -192.50
386 | -0.5 | 193.00 | 0.5 | -193.00
387 | -0.5 | 193.50 | 0.5 | -193.50
388 | -0.5 | 194.00 | 0.5 | -194.00
389 | -0.5 | 194.50 | 0.5 | -194.50
390 | -0.5 | 195.00 | 0.5 | -195.00
391 | -0.5 | 195.50 | 0.5 | -195.50
392 | -0.5 | 196.00 | 0.5 | -196.00
393 | -0.5 | 196.50 | 0.5 | -196.50
394 | -0.5 | 197.00 | 0.5 | -197.00
395 | -0.5 | 197.50 | 0.5 | -197.50
396 | -0.5 | 198.00 | 0.5 | -198.00
397 | -0.5 | 198.50 | 0.5 | -198.50
398 | -0.5 | 199.00 | 0.5 | -199.00
399 | -0.5 | 199.50 | 0.5 | -199.50
400 | -0.5 | 200.00 | 0.5 | -200.00
