Sensor resistance (ohms) | -0.5 (0) (V) | Output (0) (V) | 0.5 (1) (V) | Output (1) (V)
180 | -0.5 | 0.00 | 0.5 | -0.00
181 | -0.5 | 0.00 | 0.5 | -0.00
182 | -0.5 | 0.00 | 0.5 | -0.00
183 | -0.5 | 0.00 | 0.5 | -0.00
184 | -0.5 | 0.00 | 0.5 | -0.00
185 | -0.5 | 0.00 | 0.5 | -0.00
186 | -0.5 | 0.00 | 0.5 | -0.00
187 | -0.5 | 0.00 | 0.5 | -0.00
188 | -0.5 | 0.00 | 0.5 | -0.00
189 | -0.5 | 0.00 | 0.5 | -0.00
190 | -0.5 | 0.00 | 0.5 | -0.00
191 | -0.5 | 0.00 | 0.5 | -0.00
192 | -0.5 | 0.00 | 0.5 | -0.00
193 | -0.5 | 0.00 | 0.5 | -0.00
194 | -0.5 | 0.00 | 0.5 | -0.00
195 | -0.5 | 0.00 | 0.5 | -0.00
196 | -0.5 | 0.00 | 0.5 | -0.00
197 | -0.5 | 0.00 | 0.5 | -0.00
198 | -0.5 | 0.00 | 0.5 | -0.00
199 | -0.5 | 0.00 | 0.5 | -0.00
200 | -0.5 | 0.00 | 0.5 | -0.00
201 | -0.5 | 0.00 | 0.5 | -0.00
202 | -0.5 | 0.00 | 0.5 | -0.00
203 | -0.5 | 0.00 | 0.5 | -0.00
204 | -0.5 | 0.00 | 0.5 | -0.00
205 | -0.5 | 0.00 | 0.5 | -0.00
206 | -0.5 | 0.00 | 0.5 | -0.00
207 | -0.5 | 0.00 | 0.5 | -0.00
208 | -0.5 | 0.00 | 0.5 | -0.00
209 | -0.5 | 0.00 | 0.5 | -0.00
210 | -0.5 | 0.00 | 0.5 | -0.00
211 | -0.5 | 0.00 | 0.5 | -0.00
212 | -0.5 | 0.00 | 0.5 | -0.00
213 | -0.5 | 0.00 | 0.5 | -0.00
214 | -0.5 | 0.00 | 0.5 | -0.00
215 | -0.5 | 0.00 | 0.5 | -0.00
216 | -0.5 | 0.00 | 0.5 | -0.00
217 | -0.5 | 0.00 | 0.5 | -0.00
218 | -0.5 | 0.00 | 0.5 | -0.00
219 | -0.5 | 0.00 | 0.5 | -0.00
220 | -0.5 | 0.00 | 0.5 | -0.00
221 | -0.5 | 0.00 | 0.5 | -0.00
222 | -0.5 | 0.00 | 0.5 | -0.00
223 | -0.5 | 0.00 | 0.5 | -0.00
224 | -0.5 | 0.00 | 0.5 | -0.00
225 | -0.5 | 0.00 | 0.5 | -0.00
226 | -0.5 | 0.00 | 0.5 | -0.00
227 | -0.5 | 0.00 | 0.5 | -0.00
228 | -0.5 | 0.00 | 0.5 | -0.00
229 | -0.5 | 0.00 | 0.5 | -0.00
230 | -0.5 | 0.00 | 0.5 | -0.00
231 | -0.5 | 0.00 | 0.5 | -0.00
232 | -0.5 | 0.00 | 0.5 | -0.00
233 | -0.5 | 0.00 | 0.5 | -0.00
234 | -0.5 | 0.00 | 0.5 | -0.00
235 | -0.5 | 0.00 | 0.5 | -0.00
236 | -0.5 | 0.00 | 0.5 | -0.00
237 | -0.5 | 0.00 | 0.5 | -0.00
238 | -0.5 | 0.00 | 0.5 | -0.00
239 | -0.5 | 0.00 | 0.5 | -0.00
240 | -0.5 | 0.00 | 0.5 | -0.00
241 | -0.5 | 0.00 | 0.5 | -0.00
242 | -0.5 | 0.00 | 0.5 | -0.00
243 | -0.5 | 0.00 | 0.5 | -0.00
244 | -0.5 | 0.00 | 0.5 | -0.00
245 | -0.5 | 0.00 | 0.5 | -0.00
246 | -0.5 | 0.00 | 0.5 | -0.00
247 | -0.5 | 0.00 | 0.5 | -0.00
248 | -0.5 | 0.00 | 0.5 | -0.00
249 | -0.5 | 0.00 | 0.5 | -0.00
250 | -0.5 | 0.00 | 0.5 | -0.00
251 | -0.5 | 0.00 | 0.5 | -0.00
252 | -0.5 | 0.00 | 0.5 | -0.00
253 | -0.5 | 0.00 | 0.5 | -0.00
254 | -0.5 | 0.00 | 0.5 | -0.00
255 | -0.5 | 0.00 | 0.5 | -0.00
256 | -0.5 | 0.00 | 0.5 | -0.00
257 | -0.5 | 0.00 | 0.5 | -0.00
258 | -0.5 | 0.00 | 0.5 | -0.00
259 | -0.5 | 0.00 | 0.5 | -0.00
260 | -0.5 | 0.00 | 0.5 | -0.00
261 | -0.5 | 0.00 | 0.5 | -0.00
262 | -0.5 | 0.00 | 0.5 | -0.00
263 | -0.5 | 0.00 | 0.5 | -0.00
264 | -0.5 | 0.00 | 0.5 | -0.00
265 | -0.5 | 0.00 | 0.5 | -0.00
266 | -0.5 | 0.00 | 0.5 | -0.00
267 | -0.5 | 0.00 | 0.5 | -0.00
268 | -0.5 | 0.00 | 0.5 | -0.00
269 | -0.5 | 0.00 | 0.5 | -0.00
270 | -0.5 | 0.00 | 0.5 | -0.00
271 | -0.5 | 0.00 | 0.5 | -0.00
272 | -0.5 | 0.00 | 0.5 | -0.00
273 | -0.5 | 0.00 | 0.5 | -0.00
274 | -0.5 | 0.00 | 0.5 | -0.00
275 | -0.5 | 0.00 | 0.5 | -0.00
276 | -0.5 | 0.00 | 0.5 | -0.00
277 | -0.5 | 0.00 | 0.5 | -0.00
278 | -0.5 | 0.00 | 0.5 | -0.00
279 | -0.5 | 0.00 | 0.5 | -0.00
280 | -0.5 | 0.00 | 0.5 | -0.00
281 | -0.5 | 0.00 | 0.5 | -0.00
282 | -0.5 | 0.00 | 0.5 | -0.00
283 | -0.5 | 0.00 | 0.5 | -0.00
284 | -0.5 | 0.00 | 0.5 | -0.00
285 | -0.5 | 0.00 | 0.5 | -0.00
286 | -0.5 | 0.00 | 0.5 | -0.00
287 | -0.5 | 0.00 | 0.5 | -0.00
288 | -0.5 | 0.00 | 0.5 | -0.00
289 | -0.5 | 0.00 | 0.5 | -0.00
290 | -0.5 | 0.00 | 0.5 | -0.00
291 | -0.5 | 0.00 | 0.5 | -0.00
292 | -0.5 | 0.00 | 0.5 | -0.00
293 | -0.5 | 0.00 | 0.5 | -0.00
294 | -0.5 | 0.00 | 0.5 | -0.00
295 | -0.5 | 0.00 | 0.5 | -0.00
296 | -0.5 | 0.00 | 0.5 | -0.00
297 | -0.5 | 0.00 | 0.5 | -0.00
298 | -0.5 | 0.00 | 0.5 | -0.00
299 | -0.5 | 0.00 | 0.5 | -0.00
300 | -0.5 | 0.00 | 0.5 | -0.00
301 | -0.5 | 0.00 | 0.5 | -0.00
302 | -0.5 | 0.00 | 0.5 | -0.00
303 | -0.5 | 0.00 | 0.5 | -0.00
304 | -0.5 | 0.00 | 0.5 | -0.00
305 | -0.5 | 0.00 | 0.5 | -0.00
306 | -0.5 | 0.00 | 0.5 | -0.00
307 | -0.5 | 0.00 | 0.5 | -0.00
308 | -0.5 | 0.00 | 0.5 | -0.00
309 | -0.5 | 0.00 | 0.5 | -0.00
310 | -0.5 | 0.00 | 0.5 | -0.00
311 | -0.5 | 0.00 | 0.5 | -0.00
312 | -0.5 | 0.00 | 0.5 | -0.00
313 | -0.5 | 0.00 | 0.5 | -0.00
314 | -0.5 | 0.00 | 0.5 | -0.00
315 | -0.5 | 0.00 | 0.5 | -0.00
316 | -0.5 | 0.00 | 0.5 | -0.00
317 | -0.5 | 0.00 | 0.5 | -0.00
318 | -0.5 | 0.00 | 0.5 | -0.00
319 | -0.5 | 0.00 | 0.5 | -0.00
320 | -0.5 | 0.00 | 0.5 | -0.00
321 | -0.5 | 0.00 | 0.5 | -0.00
322 | -0.5 | 0.00 | 0.5 | -0.00
323 | -0.5 | 0.00 | 0.5 | -0.00
324 | -0.5 | 0.00 | 0.5 | -0.00
325 | -0.5 | 0.00 | 0.5 | -0.00
326 | -0.5 | 0.00 | 0.5 | -0.00
327 | -0.5 | 0.00 | 0.5 | -0.00
328 | -0.5 | 0.00 | 0.5 | -0.00
329 | -0.5 | 0.00 | 0.5 | -0.00
330 | -0.5 | 0.00 | 0.5 | -0.00
331 | -0.5 | 0.00 | 0.5 | -0.00
332 | -0.5 | 0.00 | 0.5 | -0.00
333 | -0.5 | 0.00 | 0.5 | -0.00
334 | -0.5 | 0.00 | 0.5 | -0.00
335 | -0.5 | 0.00 | 0.5 | -0.00
336 | -0.5 | 0.00 | 0.5 | -0.00
337 | -0.5 | 0.00 | 0.5 | -0.00
338 | -0.5 | 0.00 | 0.5 | -0.00
339 | -0.5 | 0.00 | 0.5 | -0.00
340 | -0.5 | 0.00 | 0.5 | -0.00
341 | -0.5 | 0.00 | 0.5 | -0.00
342 | -0.5 | 0.00 | 0.5 | -0.00
343 | -0.5 | 0.00 | 0.5 | -0.00
344 | -0.5 | 0.00 | 0.5 | -0.00
345 | -0.5 | 0.00 | 0.5 | -0.00
346 | -0.5 | 0.00 | 0.5 | -0.00
347 | -0.5 | 0.00 | 0.5 | -0.00
348 | -0.5 | 0.00 | 0.5 | -0.00
349 | -0.5 | 0.00 | 0.5 | -0.00
350 | -0.5 | 0.00 | 0.5 | -0.00
351 | -0.5 | 0.00 | 0.5 | -0.00
352 | -0.5 | 0.00 | 0.5 | -0.00
353 | -0.5 | 0.00 | 0.5 | -0.00
354 | -0.5 | 0.00 | 0.5 | -0.00
355 | -0.5 | 0.00 | 0.5 | -0.00
356 | -0.5 | 0.00 | 0.5 | -0.00
357 | -0.5 | 0.00 | 0.5 | -0.00
358 | -0.5 | 0.00 | 0.5 | -0.00
359 | -0.5 | 0.00 | 0.5 | -0.00
360 | -0.5 | 0.00 | 0.5 | -0.00
361 | -0.5 | 0.00 | 0.5 | -0.00
362 | -0.5 | 0.00 | 0.5 | -0.00
363 | -0.5 | 0.00 | 0.5 | -0.00
364 | -0.5 | 0.00 | 0.5 | -0.00
365 | -0.5 | 0.00 | 0.5 | -0.00
366 | -0.5 | 0.00 | 0.5 | -0.00
367 | -0.5 | 0.00 | 0.5 | -0.00
368 | -0.5 | 0.00 | 0.5 | -0.00
369 | -0.5 | 0.00 | 0.5 | -0.00
370 | -0.5 | 0.00 | 0.5 | -0.00
371 | -0.5 | 0.00 | 0.5 | -0.00
372 | -0.5 | 0.00 | 0.5 | -0.00
373 | -0.5 | 0.00 | 0.5 | -0.00
374 | -0.5 | 0.00 | 0.5 | -0.00
375 | -0.5 | 0.00 | 0.5 | -0.00
376 | -0.5 | 0.00 | 0.5 | -0.00
377 | -0.5 | 0.00 | 0.5 | -0.00
378 | -0.5 | 0.00 | 0.5 | -0.00
379 | -0.5 | 0.00 | 0.5 | -0.00
380 | -0.5 | 0.00 | 0.5 | -0.00
381 | -0.5 | 0.00 | 0.5 | -0.00
382 | -0.5 | 0.00 | 0.5 | -0.00
383 | -0.5 | 0.00 | 0.5 | -0.00
384 | -0.5 | 0.00 | 0.5 | -0.00
385 | -0.5 | 0.00 | 0.5 | -0.00
386 | -0.5 | 0.00 | 0.5 | -0.00
387 | -0.5 | 0.00 | 0.5 | -0.00
388 | -0.5 | 0.00 | 0.5 | -0.00
389 | -0.5 | 0.00 | 0.5 | -0.00
390 | -0.5 | 0.00 | 0.5 | -0.00
391 | -0.5 | 0.00 | 0.5 | -0.00
392 | -0.5 | 0.00 | 0.5 | -0.00
393 | -0.5 | 0.00 | 0.5 | -0.00
394 | -0.5 | 0.00 | 0.5 | -0.00
395 | -0.5 | 0.00 | 0.5 | -0.00
396 | -0.5 | 0.00 | 0.5 | -0.00
397 | -0.5 | 0.00 | 0.5 | -0.00
398 | -0.5 | 0.00 | 0.5 | -0.00
399 | -0.5 | 0.00 | 0.5 | -0.00
400 | -0.5 | 0.00 | 0.5 | -0.00
