Sensor resistance (ohms) | -0.5 (0) (V) | Output (0) (V) | 0.5 (1) (V) | Output (1) (V)
153 | -0.5 | 7.65 | 0.5 | -7.65
154 | -0.5 | 7.70 | 0.5 | -7.70
155 | -0.5 | 7.75 | 0.5 | -7.75
156 | -0.5 | 7.80 | 0.5 | -7.80
157 | -0.5 | 7.85 | 0.5 | -7.85
158 | -0.5 | 7.90 | 0.5 | -7.90
159 | -0.5 | 7.95 | 0.5 | -7.95
160 | -0.5 | 8.00 | 0.5 | -8.00
161 | -0.5 | 8.05 | 0.5 | -8.05
162 | -0.5 | 8.10 | 0.5 | -8.10
163 | -0.5 | 8.15 | 0.5 | -8.15
164 | -0.5 | 8.20 | 0.5 | -8.20
165 | -0.5 | 8.25 | 0.5 | -8.25
166 | -0.5 | 8.30 | 0.5 | -8.30
167 | -0.5 | 8.35 | 0.5 | -8.35
168 | -0.5 | 8.40 | 0.5 | -8.40
169 | -0.5 | 8.45 | 0.5 | -8.45
170 | -0.5 | 8.50 | 0.5 | -8.50
171 | -0.5 | 8.55 | 0.5 | -8.55
172 | -0.5 | 8.60 | 0.5 | -8.60
173 | -0.5 | 8.65 | 0.5 | -8.65
174 | -0.5 | 8.70 | 0.5 | -8.70
175 | -0.5 | 8.75 | 0.5 | -8.75
176 | -0.5 | 8.80 | 0.5 | -8.80
177 | -0.5 | 8.85 | 0.5 | -8.85
178 | -0.5 | 8.90 | 0.5 | -8.90
179 | -0.5 | 8.95 | 0.5 | -8.95
180 | -0.5 | 9.00 | 0.5 | -9.00
181 | -0.5 | 9.05 | 0.5 | -9.05
182 | -0.5 | 9.10 | 0.5 | -9.10
183 | -0.5 | 9.15 | 0.5 | -9.15
184 | -0.5 | 9.20 | 0.5 | -9.20
185 | -0.5 | 9.25 | 0.5 | -9.25
186 | -0.5 | 9.30 | 0.5 | -9.30
187 | -0.5 | 9.35 | 0.5 | -9.35
188 | -0.5 | 9.40 | 0.5 | -9.40
189 | -0.5 | 9.45 | 0.5 | -9.45
190 | -0.5 | 9.50 | 0.5 | -9.50
191 | -0.5 | 9.55 | 0.5 | -9.55
192 | -0.5 | 9.60 | 0.5 | -9.60
193 | -0.5 | 9.65 | 0.5 | -9.65
194 | -0.5 | 9.70 | 0.5 | -9.70
195 | -0.5 | 9.75 | 0.5 | -9.75
196 | -0.5 | 9.80 | 0.5 | -9.80
197 | -0.5 | 9.85 | 0.5 | -9.85
198 | -0.5 | 9.90 | 0.5 | -9.90
199 | -0.5 | 9.95 | 0.5 | -9.95
200 | -0.5 | 10.00 | 0.5 | -10.00
201 | -0.5 | 10.05 | 0.5 | -10.05
202 | -0.5 | 10.10 | 0.5 | -10.10
203 | -0.5 | 10.15 | 0.5 | -10.15
204 | -0.5 | 10.20 | 0.5 | -10.20
205 | -0.5 | 10.25 | 0.5 | -10.25
206 | -0.5 | 10.30 | 0.5 | -10.30
207 | -0.5 | 10.35 | 0.5 | -10.35
208 | -0.5 | 10.40 | 0.5 | -10.40
209 | -0.5 | 10.45 | 0.5 | -10.45
210 | -0.5 | 10.50 | 0.5 | -10.50
211 | -0.5 | 10.55 | 0.5 | -10.55
212 | -0.5 | 10.60 | 0.5 | -10.60
213 | -0.5 | 10.65 | 0.5 | -10.65
214 | -0.5 | 10.70 | 0.5 | -10.70
215 | -0.5 | 10.75 | 0.5 | -10.75
216 | -0.5 | 10.80 | 0.5 | -10.80
217 | -0.5 | 10.85 | 0.5 | -10.85
218 | -0.5 | 10.90 | 0.5 | -10.90
219 | -0.5 | 10.95 | 0.5 | -10.95
220 | -0.5 | 11.00 | 0.5 | -11.00
221 | -0.5 | 11.05 | 0.5 | -11.05
222 | -0.5 | 11.10 | 0.5 | -11.10
223 | -0.5 | 11.15 | 0.5 | -11.15
224 | -0.5 | 11.20 | 0.5 | -11.20
225 | -0.5 | 11.25 | 0.5 | -11.25
226 | -0.5 | 11.30 | 0.5 | -11.30
227 | -0.5 | 11.35 | 0.5 | -11.35
228 | -0.5 | 11.40 | 0.5 | -11.40
229 | -0.5 | 11.45 | 0.5 | -11.45
230 | -0.5 | 11.50 | 0.5 | -11.50
231 | -0.5 | 11.55 | 0.5 | -11.55
232 | -0.5 | 11.60 | 0.5 | -11.60
233 | -0.5 | 11.65 | 0.5 | -11.65
234 | -0.5 | 11.70 | 0.5 | -11.70
235 | -0.5 | 11.75 | 0.5 | -11.75
236 | -0.5 | 11.80 | 0.5 | -11.80
237 | -0.5 | 11.85 | 0.5 | -11.85
238 | -0.5 | 11.90 | 0.5 | -11.90
239 | -0.5 | 11.95 | 0.5 | -11.95
240 | -0.5 | 12.00 | 0.5 | -12.00
241 | -0.5 | 12.05 | 0.5 | -12.05
242 | -0.5 | 12.10 | 0.5 | -12.10
243 | -0.5 | 12.15 | 0.5 | -12.15
244 | -0.5 | 12.20 | 0.5 | -12.20
245 | -0.5 | 12.25 | 0.5 | -12.25
246 | -0.5 | 12.30 | 0.5 | -12.30
247 | -0.5 | 12.35 | 0.5 | -12.35
248 | -0.5 | 12.40 | 0.5 | -12.40
249 | -0.5 | 12.45 | 0.5 | -12.45
250 | -0.5 | 12.50 | 0.5 | -12.50
251 | -0.5 | 12.55 | 0.5 | -12.55
252 | -0.5 | 12.60 | 0.5 | -12.60
253 | -0.5 | 12.65 | 0.5 | -12.65
254 | -0.5 | 12.70 | 0.5 | -12.70
255 | -0.5 | 12.75 | 0.5 | -12.75
256 | -0.5 | 12.80 | 0.5 | -12.80
257 | -0.5 | 12.85 | 0.5 | -12.85
258 | -0.5 | 12.90 | 0.5 | -12.90
259 | -0.5 | 12.95 | 0.5 | -12.95
260 | -0.5 | 13.00 | 0.5 | -13.00
261 | -0.5 | 13.05 | 0.5 | -13.05
262 | -0.5 | 13.10 | 0.5 | -13.10
263 | -0.5 | 13.15 | 0.5 | -13.15
264 | -0.5 | 13.20 | 0.5 | -13.20
265 | -0.5 | 13.25 | 0.5 | -13.25
266 | -0.5 | 13.30 | 0.5 | -13.30
267 | -0.5 | 13.35 | 0.5 | -13.35
268 | -0.5 | 13.40 | 0.5 | -13.40
269 | -0.5 | 13.45 | 0.5 | -13.45
270 | -0.5 | 13.50 | 0.5 | -13.50
271 | -0.5 | 13.55 | 0.5 | -13.55
272 | -0.5 | 13.60 | 0.5 | -13.60
273 | -0.5 | 13.65 | 0.5 | -13.65
274 | -0.5 | 13.70 | 0.5 | -13.70
275 | -0.5 | 13.75 | 0.5 | -13.75
276 | -0.5 | 13.80 | 0.5 | -13.80
277 | -0.5 | 13.85 | 0.5 | -13.85
278 | -0.5 | 13.90 | 0.5 | -13.90
279 | -0.5 | 13.95 | 0.5 | -13.95
280 | -0.5 | 14.00 | 0.5 | -14.00
281 | -0.5 | 14.05 | 0.5 | -14.05
282 | -0.5 | 14.10 | 0.5 | -14.10
283 | -0.5 | 14.15 | 0.5 | -14.15
284 | -0.5 | 14.20 | 0.5 | -14.20
285 | -0.5 | 14.25 | 0.5 | -14.25
286 | -0.5 | 14.30 | 0.5 | -14.30
287 | -0.5 | 14.35 | 0.5 | -14.35
288 | -0.5 | 14.40 | 0.5 | -14.40
289 | -0.5 | 14.45 | 0.5 | -14.45
290 | -0.5 | 14.50 | 0.5 | -14.50
291 | -0.5 | 14.55 | 0.5 | -14.55
292 | -0.5 | 14.60 | 0.5 | -14.60
293 | -0.5 | 14.65 | 0.5 | -14.65
294 | -0.5 | 14.70 | 0.5 | -14.70
295 | -0.5 | 14.75 | 0.5 | -14.75
296 | -0.5 | 14.80 | 0.5 | -14.80
297 | -0.5 | 14.85 | 0.5 | -14.85
298 | -0.5 | 14.90 | 0.5 | -14.90
299 | -0.5 | 14.95 | 0.5 | -14.95
300 | -0.5 | 15.00 | 0.5 | -15.00
301 | -0.5 | 15.05 | 0.5 | -15.05
302 | -0.5 | 15.10 | 0.5 | -15.10
303 | -0.5 | 15.15 | 0.5 | -15.15
304 | -0.5 | 15.20 | 0.5 | -15.20
305 | -0.5 | 15.25 | 0.5 | -15.25
306 | -0.5 | 15.30 | 0.5 | -15.30
307 | -0.5 | 15.35 | 0.5 | -15.35
308 | -0.5 | 15.40 | 0.5 | -15.40
309 | -0.5 | 15.45 | 0.5 | -15.45
310 | -0.5 | 15.50 | 0.5 | -15.50
311 | -0.5 | 15.55 | 0.5 | -15.55
312 | -0.5 | 15.60 | 0.5 | -15.60
313 | -0.5 | 15.65 | 0.5 | -15.65
314 | -0.5 | 15.70 | 0.5 | -15.70
315 | -0.5 | 15.75 | 0.5 | -15.75
316 | -0.5 | 15.80 | 0.5 | -15.80
317 | -0.5 | 15.85 | 0.5 | -15.85
318 | -0.5 | 15.90 | 0.5 | -15.90
319 | -0.5 | 15.95 | 0.5 | -15.95
320 | -0.5 | 16.00 | 0.5 | -16.00
321 | -0.5 | 16.05 | 0.5 | -16.05
322 | -0.5 | 16.10 | 0.5 | -16.10
323 | -0.5 | 16.15 | 0.5 | -16.15
324 | -0.5 | 16.20 | 0.5 | -16.20
325 | -0.5 | 16.25 | 0.5 | -16.25
326 | -0.5 | 16.30 | 0.5 | -16.30
327 | -0.5 | 16.35 | 0.5 | -16.35
328 | -0.5 | 16.40 | 0.5 | -16.40
329 | -0.5 | 16.45 | 0.5 | -16.45
330 | -0.5 | 16.50 | 0.5 | -16.50
331 | -0.5 | 16.55 | 0.5 | -16.55
332 | -0.5 | 16.60 | 0.5 | -16.60
333 | -0.5 | 16.65 | 0.5 | -16.65
334 | -0.5 | 16.70 | 0.5 | -16.70
335 | -0.5 | 16.75 | 0.5 | -16.75
336 | -0.5 | 16.80 | 0.5 | -16.80
337 | -0.5 | 16.85 | 0.5 | -16.85
338 | -0.5 | 16.90 | 0.5 | -16.90
339 | -0.5 | 16.95 | 0.5 | -16.95
340 | -0.5 | 17.00 | 0.5 | -17.00
341 | -0.5 | 17.05 | 0.5 | -17.05
342 | -0.5 | 17.10 | 0.5 | -17.10
343 | -0.5 | 17.15 | 0.5 | -17.15
344 | -0.5 | 17.20 | 0.5 | -17.20
345 | -0.5 | 17.25 | 0.5 | -17.25
346 | -0.5 | 17.30 | 0.5 | -17.30
347 | -0.5 | 17.35 | 0.5 | -17.35
348 | -0.5 | 17.40 | 0.5 | -17.40
349 | -0.5 | 17.45 | 0.5 | -17.45
350 | -0.5 | 17.50 | 0.5 | -17.50
351 | -0.5 | 17.55 | 0.5 | -17.55
352 | -0.5 | 17.60 | 0.5 | -17.60
353 | -0.5 | 17.65 | 0.5 | -17.65
354 | -0.5 | 17.70 | 0.5 | -17.70
355 | -0.5 | 17.75 | 0.5 | -17.75
356 | -0.5 | 17.80 | 0.5 | -17.80
357 | -0.5 | 17.85 | 0.5 | -17.85
358 | -0.5 | 17.90 | 0.5 | -17.90
359 | -0.5 | 17.95 | 0.5 | -17.95
360 | -0.5 | 18.00 | 0.5 | -18.00
361 | -0.5 | 18.05 | 0.5 | -18.05
362 | -0.5 | 18.10 | 0.5 | -18.10
363 | -0.5 | 18.15 | 0.5 | -18.15
364 | -0.5 | 18.20 | 0.5 | -18.20
365 | -0.5 | 18.25 | 0.5 | -18.25
366 | -0.5 | 18.30 | 0.5 | -18.30
367 | -0.5 | 18.35 | 0.5 | -18.35
368 | -0.5 | 18.40 | 0.5 | -18.40
369 | -0.5 | 18.45 | 0.5 | -18.45
370 | -0.5 | 18.50 | 0.5 | -18.50
371 | -0.5 | 18.55 | 0.5 | -18.55
372 | -0.5 | 18.60 | 0.5 | -18.60
373 | -0.5 | 18.65 | 0.5 | -18.65
374 | -0.5 | 18.70 | 0.5 | -18.70
375 | -0.5 | 18.75 | 0.5 | -18.75
376 | -0.5 | 18.80 | 0.5 | -18.80
377 | -0.5 | 18.85 | 0.5 | -18.85
378 | -0.5 | 18.90 | 0.5 | -18.90
379 | -0.5 | 18.95 | 0.5 | -18.95
380 | -0.5 | 19.00 | 0.5 | -19.00
381 | -0.5 | 19.05 | 0.5 | -19.05
382 | -0.5 | 19.10 | 0.5 | -19.10
383 | -0.5 | 19.15 | 0.5 | -19.15
384 | -0.5 | 19.20 | 0.5 | -19.20
385 | -0.5 | 19.25 | 0.5 | -19.25
386 | -0.5 | 19.30 | 0.5 | -19.30
387 | -0.5 | 19.35 | 0.5 | -19.35
388 | -0.5 | 19.40 | 0.5 | -19.40
389 | -0.5 | 19.45 | 0.5 | -19.45
390 | -0.5 | 19.50 | 0.5 | -19.50
391 | -0.5 | 19.55 | 0.5 | -19.55
392 | -0.5 | 19.60 | 0.5 | -19.60
393 | -0.5 | 19.65 | 0.5 | -19.65
394 | -0.5 | 19.70 | 0.5 | -19.70
395 | -0.5 | 19.75 | 0.5 | -19.75
396 | -0.5 | 19.80 | 0.5 | -19.80
397 | -0.5 | 19.85 | 0.5 | -19.85
398 | -0.5 | 19.90 | 0.5 | -19.90
399 | -0.5 | 19.95 | 0.5 | -19.95
400 | -0.5 | 20.00 | 0.5 | -20.00
